Video_filename,TimestampID,Number_turns,Turn_timestamps,Number_contractions,Contraction_timestamps,Notes
Video_Fallacious_Wiry_Ink/,,2,"160,184",4,"160,209,240,260",
Video_Fantastic_Puffy_Input/,,0,,1,95,Trough shaking during first con
Video_Fearless_Voracious_Chaos/,,3,"5,30,60",0,,
Video_Few_Flagrant_Joey/,,0,,0,,
Video_Few_Scientific_Battery/,,1,243,1,234,
Video_Fine_Glib_Gorilla/,,4,"7,112,145,264",0,,
Video_Flat_Perpetual_Tangerine/,,3,"56,172,217",2,"190,214",
Video_Flippant_Brash_Trellis/,,2,"56,86",0,,
Video_Flowery_Stale_Due/,,7,"45,68,95,124,202,253,274",4,"69,95,131,202",
Video_Frightened_Little_Apartment/,,2,"111,222",1,111,
Video_Furtive_Vulgar_Logistics/,,1,44,0,,
Video_Gabby_Adorable_Antique/,,9,"37,91,120,153,171,208,222,237,274",0,,Like a snake getting attcacked by a bird
Video_Gainful_Skinny_Intensity/,,3,"86,149,215",0,,
Video_Gamy_Puzzled_Licence/,,1,183,10,"7,28,57,84,99,130,153,169,226,255","Rapid scrunchwalk behavior, counted as cons for consistency, which is my policy for all vids"
Video_Giddy_Placid_Butcher/,,2,"154,204",0,,
Video_Giddy_Spurious_Tummy/,,1,148,0,,
Video_Godly_Rhetorical_Trowel/,,4,"55,84,135,182",2,"217,237",Weird ass movement around 170
Video_Greasy_Low_Word/,,4,"22,93,171,210",1,170,
Video_Greedy_Satisfying_Pepper/,,0,,0,,
Video_Grieving_Greedy_Checkout/,,0,,0,,
Video_Groovy_Credible_Fisherman/,,2,"174,194",0,,
Video_Grubby_Unequaled_Bath/,,0,,0,,
Video_Guiltless_Vivacious_Dessert/,,4,"33,79,181,260",0,,
Video_Gullible_Enchanting_Fahrenheit/,,2,"32,274",2,"73,92",Trough shaking
Video_Gullible_Lethal_Semicolon/,,0,,0,,
Video_Habitual_Roasted_Lid/,,2,"50,274",0,,
Video_Hallowed_Jumpy_Slash/,,4,"34,105,124,137",0,,
Video_Happy_Absorbed_Tube/,,0,,0,,
Video_Healthy_Accurate_Koala/,,2,"35,86",0,,
Video_Healthy_Hushed_Influx/,,1,103,1,107,
Video_Heavenly_Futuristic_Icing/,,6,"30,42,52,121,154,262",1,153,
Video_Helpless_Good_Agony/,,0,,0,,
Video_Hissing_Aloof_Godfather/,,0,,0,,
Video_Horrible_Demonic_Spray/,,1,111,0,,
Video_Humorous_Rough_Sample/,,0,,0,,
Video_Hurried_Boiling_Primary/,,1,202,0,,
Video_Hurried_Selective_Unblinking/,,10,"26,57,66,72,83,93,100,180,188,230",1,228,
Video_Hushed_Roomy_Nibble/,,0,,0,,
Video_Icy_Jobless_Titanium/,,4,"43,80,162,198",1,6,
Video_Icy_Obsolete_Ruffle/,,6,"49,76,123,185,227,243",2,"78,186",
Video_Ignorant_Silent_Rutabaga/,,3,"181,253,267",2,"47,262",
Video_Illegal_Broad_Clause/,,3,"43,77,106",0,,
Video_Imminent_Accurate_Dog/,,5,"1,32,94,190,211",2,"31,209",Actually looked like a real con to light here
Video_Innocent_Agreeable_Sheep/,,3,"132,161,196",0,,
Video_Invincible_Stale_Gorilla/,,2,"107,263",0,,
Video_Labored_Holistic_Interject/,,0,,0,,
Video_Lamentable_Few_Rise/,,4,"32,62,89,118",1,89,
Video_Lamentable_Pretty_Collateral/,,5,"32,45,134,251,267",1,273,
Video_Learned_Nervous_Crew/,,0,,0,,
Video_Likeable_Flagrant_Line/,,0,,0,,
Video_Longing_Nonchalant_Patrimony/,,1,204,0,,
Video_Loud_Scarce_Crush/,,4,"15,51,174,266",1,51,
Video_Loutish_Alleged_Theft/,,1,32,0,,
Video_Lovely_Mundane_Gratitude/,,2,"37,80",1,52,
Video_Macabre_Grubby_Series/,,8,"33,65,91,115,139,146,165,273",2,"21,121",
Video_Magenta_Smelly_Octopus/,,0,,0,,
Video_Malicious_Abstracted_Eardrum/,,3,"108,137,145",0,,
Video_Massive_Didactic_Spot/,,4,"114,129,253,273",0,,
Video_Mighty_Glamorous_Blame/,,2,"225,250",1,164,
Video_Mindless_Shocking_Maestro/,,0,,0,,
Video_Miniature_Honorable_Coast/,,1,191,0,,
Video_Miscreant_Dull_Chronicle/,,4,"20,65,211,232",1,65,
Video_Momentous_Efficient_Chicory/,,5,"50,73,107,124,157",1,117,
Video_Motionless_Grouchy_Monitor/,,4,"97,128,179,229,243",1,238,
Video_Muddy_Nervous_Happening/,,1,122,1,122,
Video_Mute_Funny_Cycle/,,1,37,0,,
Video_Mute_Heady_Commission/,,2,"165,234",0,,
Video_Naive_Subsequent_Invasion/,,4,"22,66,93,225",1,"92,144",
Video_Nappy_Grieving_Earthquake/,,3,"57,123,220",0,,
Video_Nasty_Squealing_Throat/,,0,,0,,
Video_Naughty_Political_Watch/,,0,,1,2,
Video_Nauseating_Shy_Trick/,,2,"77,99",0,,
Video_Nebulous_Giddy_Cancer/,,0,,0,,
Video_Needy_Muddled_Salesman/,,4,"146,159,247,273",1,247,
Video_Nosy_Tiresome_Allowance/,,3,"52,89,107",0,,
Video_Null_Billowy_Vibrissae/,,2,"177,223",0,,
Video_Null_Damp_Bedrock/,,2,"153,235",0,,
Video_Obedient_Ruthless_Throat/,,0,,0,,
Video_Obnoxious_Curved_Career/,,0,,0,,
Video_Obscene_Succinct_Till/,,3,"158,194,215",1,215,
Video_Obsequious_Woozy_Sleep/,,0,,1,240,
Video_Observant_Naive_Repayment/,,6,"27,43,94,158,190,224",0,,
Video_Optimal_Amuck_Conversion/,,0,,0,,
Video_Optimal_Swift_Cultivator/,,0,,1,4,
Video_Overjoyed_Talented_Force/,,5,"111,171,196,225,266",0,,
Video_Parched_Faulty_Input/,,6,"24,73,87,111,125,207",1,125,
Video_Perpetual_Jumpy_Zone/,,5,"55,115,211,231,257",1,55,
Video_Plucky_Cultured_Leveret/,,3,"124,156,187",1,18,
Video_Poor_Guttural_Service/,,10,"5,15,49,69,112,145,176,206,231,246",1,179,Another snake wranger
Video_Premium_Needless_Exhibition/,,0,,0,,
Video_Productive_Little_Mythology/,,2,"173,213",0,,
Video_Profuse_Panoramic_Nudge/,,4,"65,207,224,235",0,,
Video_Profuse_Wacky_Oar/,,9,"16,50,80,111,144,185,198,236,267",1,236,
Video_Pumped_Groovy_Love/,,0,,0,,
Video_Puzzled_Quick_Brood/,,2,"51,126",0,,
Video_Quiet_Deranged_Hive/,,4,"33,50,64,131",2,"5,50",
Video_Quizzical_Damp_Difficulty/,,5,"53,59,102,116,195",0,,
Video_Real_Low_Threat/,,0,,0,,
Video_Real_Shaggy_Trapezoid/,,3,"23,73,197",0,,
Video_Red_Magical_Ability/,,6,"57,104,136,188,222,200",1,168,
Video_Redundant_Null_Gram/,,3,"91,114,130",1,127,
Video_Resolute_Venomous_Tulip/,,1,116,0,,
Video_Rich_Cuddly_Warrior/,,0,,0,,
Video_Ripe_Waggish_Burden/,,5,"46,72,89,180,218",1,72,
Video_Ritzy_Huge_Hydrocarb/,,4,"75,107,193,243,273",2,"107,194",
Video_Ritzy_Wet_Phone/,,0,,0,,
Video_Roomy_Good_Achiever/,,1,32,0,,
Video_Ruthless_Spurious_Personal/,,2,"96,274",0,,
Video_Scandalous_Adamant_Finding/,,0,,0,,
Video_Scarce_Hysterical_Screamer/,,2,"201,228",0,,
Video_Scattered_Impossible_Bucket/,,4,"14,46,94,196",0,,
Video_Scientific_Abusive_Hops/,,3,"13,133,218",0,,
Video_Scientific_Quiet_Diaper/,,0,,0,,
Video_Scientific_Sweet_Word/,,1,228,0,,
Video_Screeching_Typical_Going/,,11,"6,18,46,62,83,101,119,134,195,226,242",2,"101,242",
Video_Secretive_Kaput_Mistake/,,5,"4,40,74,140,247",3,"5,140,247",
Video_Selective_Sad_Sign/,,1,160,5,"160,192,213,238,260",
Video_Shaggy_Stingy_Mythology/,,5,"70,99,144,156,209",2,"33,90",
Video_Shallow_Annoyed_Hammer/,,4,"13,55,182,267",1,55,
Video_Sharp_Vivacious_Banking/,,0,,0,,
Video_Shivering_Unsuitable_River/,,1,266,0,,
Video_Shocking_Accurate_Waveform/,,5,"23,47,71,94,150",1,94,
Video_Silent_Nonchalant_Spawn/,,2,"35,173",1,21,
Video_Silly_Lazy_Bunghole/,,1,41,0,,
Video_Skillful_Gabby_Yard/,,0,,0,,
Video_Skinny_Watery_Theory/,,5,"33,122,155,235,268",2,"155,235",Shaking during trial
Video_Slimy_Fat_Stepmother/,,2,"124,134",1,133,
Video_Slippery_Abundant_Shofar/,,4,"18,133,151,192",1,18,Shaking during trial
Video_Small_Overt_Love/,,6,"26,45,90,123,261,270",0,,
Video_Smiling_Colossal_Pepper/,,3,"11,52,97",2,"52,97",
Video_Snobbish_Productive_Concept/,,9,"31,58,80,122,134,151,158,181,250",0,80,
Video_Splendid_Dull_Ambience/,,1,198,0,,
Video_Squalid_Lacking_Walker/,,1,60,1,57,
Video_Steady_Credible_City/,,3,"34,133,210",0,,
Video_Succinct_Pleasant_Testament/,,3,"39,61,193",0,,
Video_Swift_Broad_Stumbling/,,3,"94,218,264",0,,
Video_Talented_Unequaled_Depot/,,1,79,1,20,
Video_Tangy_Apathetic_Canoe/,,0,,0,,
Video_Tangy_Fascinated_Vibrissae/,,2,"56,73",0,,
Video_Tearful_Learned_Dog/,,1,266,1,267,
Video_Temporary_Strange_Jade/,,1,126,0,,
Video_Tender_Flagrant_Casino/,,7,"27,60,93,124,149,169,219",0,,
Video_Tenuous_Absorbing_Apartment/,,9,"23,52,69,83,88,116,142,181,267",1,116,Spasmatic worm
Video_Thirsty_Muddled_Force/,,2,"43,151",0,,
Video_Tight_Spicy_Threat/,,2,"116,173",0,,
Video_Tiresome_Synonymous_Optimal/,,5,"49,115,132,188,240",1,125,
Video_Troubled_Placid_Thief/,,4,"32,75,234,254",1,234,
Video_Truculent_Womanly_Lizard/,,4,"94,121,138,235",0,,
Video_Typical_Rare_Efficiency/,,1,250,1,21,
Video_Ugly_Cynical_Judge/,,3,"100,136,197",0,,
Video_Unarmed_Burly_Series/,,3,"14,61,119",2,"61,119",
Video_Unbecoming_Garrulous_Allowance/,,0,,0,,
Video_Uttermost_Rotten_Doubling/,,1,91,0,,
Video_Venomous_Tricky_Lock/,,1,160,5,"160,207,228,246,267",
Video_Wasteful_Overjoyed_Rise/,,3,"26,87,135",3,"26,93,136",Trough shaking
Video_Wet_Enchanting_Macrame/,,5,"29,58,152,216,256",0,,
Video_Wet_Sassy_Nectar/,,2,"219,251",1,219,
Video_Whispering_Hurried_Solution/,,2,"115,221",1,115,
Video_Wiry_Synonymous_Intensity/,,3,"128,164,271",1,129,
Video_Wonderful_Snobbish_Scientist/,,1,165,0,,
Video_Young_Statuesque_Lemonade/,,2,"229,262",0,,
